vid,payee,hv_exposure,flagged_exposure,n_flagged,n_tier1,usd_tier1,n_tier2,top_tier,max_risk_score,agencies_served,top_agency,first_year_seen,peak_agency_share,top_markers,verify_verdict,overtaker_interest,recommended_action,public_context
PZ000002849,UNITED BUSINESS MAIL,10337045,5803828,15,0,,2,2,15.4,1,DEPT OF TRANSPORTATION,2016,0.0012218271563422677,round_100k|whole_dollar|true_duplicate|june_round,,,,
IV0000049093,KYNDRYL INC,79978761,33810654,81,0,,20,2,15.4,3,DEPT OF ADMINISTRATION,2023,0.005337867848175107,offcontract|whole_dollar|new_vendor_large|true_duplicate|round_100k,,,,
IV0000002858,ARIZONA ALLIANCE OF BOYS AND GIRLS CLUBS,5788256,200000,2,0,,2,2,15.0,3,GOVERNOR'S OFFICE,2023,0.00410014431208291,true_duplicate|round_100k|offcontract,,,,
IV0000017268,ACRO SERVICE CORP,11369358,4292598,23,0,,4,2,15.0,9,DEPT OF VETERANS SERVICES,2023,0.11903379815172963,new_vendor_large|whole_dollar|offcontract|round_100k|true_duplicate,,,,
PZ000005328,D.L. WITHERS CONSTRUCTION,5718047,5718047,27,0,,5,2,14.3,1,DEPT OF ADMINISTRATION,2018,0.004797819743327442,short_tenure_vendor|whole_dollar|true_duplicate,,,,
PZ000057632,JOSE SORTO,604500,604500,1,0,,1,2,14.3,1,DEPT OF TRANSPORTATION,2018,0.00019609743747249917,whole_dollar|new_vendor_large|offcontract|person_name_payee,,,,
IV0000060043,BSD ROBOTICS PTY LTD,105980,105980,1,0,,1,2,14.0,1,DEPT OF PUBLIC SAFETY,2023,0.00012802428095464534,new_vendor_large|offcontract|whole_dollar,,,,
VC0000040867,"EDHEC NORTH AMERICA\, INC.",758577,534589,3,0,,2,2,14.0,1,ARIZONA STATE RETIREMENT SYSTEM (ASRS),2018,0.005968609840288253,new_vendor_large|true_duplicate|whole_dollar,,,,
IV0000004992,HAGENS BERMAN SOBOL SHAPIRO LLP,810000,810000,2,0,,2,2,13.5,1,ATTORNEY GENERAL (DEPT OF LAW),2023,0.0047095117634424035,offcontract|whole_dollar|peer_outlier,explained_benign,2,downgrade,"Hagens Berman Sobol Shapiro LLP is a national plaintiffs' class-action law firm (notably the lead firm in the $260B state tobacco settlement). The Arizona AG retained it as outside counsel under publicly-posted contingency-fee engagement contracts (e.g., AG23-0009-006) for consumer-protection/antitrust suits against RealPage, Yardi, and Amazon."
PZ000034876,JOBPATH INC,242955,242955,2,0,,2,2,13.5,1,OFFICE OF ECONOMIC OPPORTUNITY,2023,0.011312092904763144,offcontract|true_duplicate|new_vendor_large,,,,
IV0000035843,BOYS & GIRLS CLUBS OF THE VALLEY,3262739,837508,5,0,,5,2,13.5,3,DEPT OF EDUCATION,2021,0.0012508549391831972,true_duplicate|whole_dollar|offcontract,,,,
IV0000001435,AECOM TECHNICAL SERVICES INC,25658244,24222023,85,0,,20,2,13.5,1,DEPT OF TRANSPORTATION,2023,0.0036467196947984294,offcontract|whole_dollar|peer_outlier,,,,
VC0000082517,COLLEGE MEDICAL CENTER PHOENIX LLC,331718,331718,2,0,,2,2,13.5,1,DEPT OF CHILD SAFETY,2025,0.00016587471583442767,new_vendor_large|offcontract|true_duplicate,,,,
IV0000002116,AZTEC ENGINEERING GROUP INC,24198405,23678623,67,0,,28,2,13.5,1,DEPT OF TRANSPORTATION,2023,0.002510606928674494,offcontract|whole_dollar|peer_outlier|round_100k,,,,
PZ000064313,"FTI CONSULTING, INC.",100000,100000,1,0,,1,2,13.5,1,ATTORNEY GENERAL (DEPT OF LAW),2023,0.0005598388908404266,round_100k|june_round|offcontract,,,,
PZ000042963,"VERDE VALLEY REGIONAL ECONOMIC ORGANIZATION, INC.",100000,100000,1,0,,1,2,13.5,1,OFFICE OF ECONOMIC OPPORTUNITY,2025,0.004222522036863254,round_100k|new_vendor_large|offcontract,,,,
PZ9000004320,SOUTHWEST AUDIO VISUAL INC,945000,945000,9,0,,9,2,13.5,1,EXPOSITION AND STATE FAIR BOARD,2016,0.03311378985705614,whole_dollar|true_duplicate|offcontract,,,,
IV0000060225,ME EDUCATIONAL CONSULTANTS LLC,205457,205457,2,0,,2,2,13.5,1,DEPT OF EDUCATION,2024,2.840694521859474e-05,new_vendor_large|true_duplicate|offcontract,,,,
PZ000063275,"NOVO POWER\, LLC",100000,100000,1,0,,1,2,13.5,1,DEPT OF ADMINISTRATION,2018,6.485934976174476e-05,new_vendor_large|round_100k|offcontract,,,,
IV0000012533,MOTOR COACH INDUSTRIES INC,2663769,2663769,4,0,,2,2,13.2,1,DEPT OF CORRECTIONS,2023,0.000724046040365261,peer_outlier|true_duplicate|new_vendor_large,,,,
PZ000000344,"URBAN ENERGY SOLUTIONS\, INC.",495000,495000,3,0,,3,2,13.0,1,DEPT OF EMERGENCY AND MILITARY AFFAIRS,2018,0.006341723762333757,whole_dollar|new_vendor_large|true_duplicate,,,,
VC0000061555,INTERSTATE HOLDINGS INC,143000,143000,1,0,,1,2,13.0,1,DEPT OF TRANSPORTATION,2021,3.761536921894011e-05,offcontract|whole_dollar|new_vendor_large,,,,
VC0000076967,ILLINI LLC,122460,122460,1,0,,1,2,13.0,1,DEPT OF TRANSPORTATION,2023,2.8956862024882724e-05,offcontract|whole_dollar|new_vendor_large,,,,
IV0000003595,CHICAGO TITLE INSURANCE CO,132414,132414,1,0,,1,2,13.0,1,DEPT OF TRANSPORTATION,2023,5.5408107541867605e-05,new_vendor_large|whole_dollar|offcontract,,,,
IV0000003371,UNITED STATES POSTAL SERVICES,11679565,10899157,40,0,,36,2,12.6,4,DEPT OF ECONOMIC SECURITY,2021,0.02363756046051285,offcontract|round_100k|whole_dollar|june_round,,,,
VC0000045228,NIGHTMARE INC,100000,100000,1,0,,1,2,12.6,1,LOTTERY COMMISSION,2018,0.00018340744304662005,new_vendor_large|offcontract|round_100k,,,,
VC0000082502,GLP ATTORNEYS PS INC,800000,800000,1,0,,1,2,12.6,1,DEPT OF ADMINISTRATION,2025,0.00029531894355957664,new_vendor_large|round_100k|offcontract,,,,
IV0000001754,ARIZONA PUBLIC SERVICE CO,42168539,33028695,164,0,,36,2,12.6,7,DEPT OF CORRECTIONS,2021,0.06722892258359554,offcontract|whole_dollar|true_duplicate|no_contract_named,,,,
IV0000045048,ABBOTT RAPID DX NORTH AMERICA LLC,2818186,2818186,5,0,,5,2,12.6,1,DEPT OF HEALTH SERVICES,2021,0.0028905459119913076,offcontract|new_vendor_large|true_duplicate,,,,
PZ000045952,OFF MADISON AVE,10352260,10137641,44,0,,10,2,12.6,2,OFFICE OF TOURISM,2016,0.22768728122715126,sole_source|whole_dollar|offcontract,,,,
PZ000007968,ARIZONA PUBLIC SERVICE CO,25790783,20780067,122,0,,83,2,12.6,5,DEPT OF CORRECTIONS,2016,0.08607529511514415,offcontract|whole_dollar|true_duplicate,,,,
VC0000052478,JAMES BUSTEAD,100000,100000,1,0,,1,2,12.6,1,DEPT OF ADMINISTRATION,2023,4.473404803938989e-05,person_name_payee|offcontract|round_100k,,,,
IV0000035682,US MASK SUPPLY,4538312,4538312,6,0,,5,2,12.6,1,DEPT OF HEALTH SERVICES,2021,0.00347113017603418,offcontract|true_duplicate|whole_dollar,,,,
IV0000050627,ALLOVUE,4833903,4833903,10,0,,6,2,12.6,1,DEPT OF ADMINISTRATION,2023,0.001465040073290019,new_vendor_large|whole_dollar|offcontract|short_tenure_vendor|true_duplicate,,,,
VC0000063631,POLI MOON & ZANE PLLC,100000,100000,1,0,,1,2,12.6,1,DEPT OF ADMINISTRATION,2021,4.918669567838042e-05,offcontract|round_100k|new_vendor_large,,,,
IV0000009573,ARIZONA RESTAURANT & HOSPITALITY ASSN,100000,100000,1,0,,1,2,12.6,1,OFFICE OF TOURISM,2021,0.0029242027701498084,round_100k|new_vendor_large|offcontract,,,,
VC0000059623,HUSTLE PHX,575000,575000,2,0,,2,2,12.0,1,OFFICE OF ECONOMIC OPPORTUNITY,2025,0.024279501711963712,person_name_payee|offcontract|whole_dollar,,,,
VC0000081062,"BORDER FINANCIAL RESOURCES, INC",131247,131247,1,0,,1,2,12.0,1,OFFICE OF ECONOMIC OPPORTUNITY,2025,0.0055419334977219155,whole_dollar|new_vendor_large|offcontract,,,,
IV0000024510,SLEEP MANAGEMENT LLC,6735150,6735150,31,0,,31,2,12.0,1,DEPT OF HEALTH SERVICES,2021,0.00541483569831218,new_vendor_large|short_tenure_vendor|true_duplicate|whole_dollar,,,,
IV0000010464,PHOENIX ELECTRICAL JATC,158770,158770,1,0,,1,2,12.0,1,OFFICE OF ECONOMIC OPPORTUNITY,2024,0.005284595704049336,whole_dollar|new_vendor_large|offcontract,,,,
IV0000065764,RADECO INC,458298,458298,1,0,,1,2,12.0,1,DEPT OF PUBLIC SAFETY,2023,0.0004989982531290034,whole_dollar|new_vendor_large|peer_outlier,,,,
IV0000042703,T2 UES,1058297,1058297,5,0,,3,2,12.0,1,DEPT OF TRANSPORTATION,2021,0.00020875835135986573,offcontract|whole_dollar|new_vendor_large,,,,
IV0000083567,HORSERACING INTEGRITY AND SAFETY AUTHORITY INC,688095,688095,2,0,,2,2,12.0,1,DEPT OF GAMING,2025,0.0036742386253837194,offcontract|new_vendor_large|whole_dollar,,,,
IV0000074459,APPRISS INSIGHTS,5373704,5373704,14,0,,14,2,12.0,1,CRIMINAL JUSTICE COMMISSION,2025,0.1620249923220877,short_tenure_vendor|whole_dollar|round_100k|offcontract,,,,
IV0000078465,GROWTH PARTNERS ARIZONA,1030000,1030000,2,0,,2,2,12.0,1,OFFICE OF ECONOMIC OPPORTUNITY,2024,0.02174598848984576,offcontract|whole_dollar|new_vendor_large,,,,
42868401,CRISIS RESPONSE NETWORK,32606925,31153974,209,0,,43,2,12.0,1,AHCCCS,2017,0.0003383401246640498,offcontract|new_vendor_large|whole_dollar|true_duplicate,,,,
IV0000075246,SCHOOLHOUSE CONNECTION,200000,200000,2,0,,2,2,12.0,1,DEPT OF EDUCATION,2025,3.1773671558783784e-05,true_duplicate|round_100k,,,,
IV0000029746,IMPROVEMENT ASSURANCE GROUP,4495143,4495143,8,0,,8,2,12.0,1,GOVERNOR'S OFFICE,2023,0.006921071324327514,short_tenure_vendor|true_duplicate,,,,
IV0000007396,CUNINGHAM GROUP ARCHITECTURE INC,115470,115470,1,0,,1,2,12.0,1,DEPT OF VETERANS SERVICES,2023,0.00358609095461159,offcontract|whole_dollar|new_vendor_large,,,,
VC0000006763,MCI COMMUNICATIONS SERVICE INC,523665,523665,2,0,,2,2,11.7,1,DEPT OF TRANSPORTATION,2018,0.00016771334281050633,new_vendor_large|true_duplicate|offcontract,,,,
VC0000072625,ADVANCED DAIRY SYSTEMS LLC,1979393,1979393,3,0,,2,2,11.7,1,DEPT OF TRANSPORTATION,2023,0.0004553965116052908,offcontract|new_vendor_large|short_tenure_vendor|whole_dollar,,,,
VC0000037027,"SURPRISE MARKETPLACE HOLDINGS\, LLC",456210,456210,2,0,,2,2,11.7,1,DEPT OF TRANSPORTATION,2018,0.0001483384100729778,whole_dollar|true_duplicate|offcontract,,,,
IV0000003188,HUNTER GUARD RAIL AND FENCE INC,1563500,1563500,8,0,,8,2,11.2,1,DEPT OF TRANSPORTATION,2021,0.0006487668981533241,offcontract|new_vendor_large|whole_dollar,,,,
VC0000008613,THE PITNEY BOWES BANK INC,420000,420000,3,0,,1,2,11.2,1,DEPT OF ADMINISTRATION,2024,0.00046305883232992755,offcontract|round_100k,,,,
IV0000004629,OWENS HARKEY & ASSOCIATES LLC,68766406,13149999,65,0,,4,2,11.2,3,LOTTERY COMMISSION,2021,0.024988798532430277,whole_dollar|round_100k|true_duplicate|june_round,,,,
VC0000034755,CHANDLER ELLIOT PARTNERS LLC,8926254,8926254,70,0,,70,2,11.2,1,DEPT OF ECONOMIC SECURITY,2017,0.00038701734925145406,whole_dollar|offcontract|new_vendor_large,,,,
VC0000080397,FRANKEL SYVERSON PLLC,194189,194189,1,0,,1,2,11.2,1,DEPT OF ECONOMIC SECURITY,2024,1.805909686407387e-05,whole_dollar|offcontract|new_vendor_large,,,,
IV0000039024,MEDICAL BUYERS GROUP,171045,171045,1,0,,1,2,11.2,1,DEPT OF HEALTH SERVICES,2021,0.00012863600064126667,whole_dollar|offcontract|new_vendor_large,,,,
VC0000068334,TUCSON AZ III SGF LLC,6291000,6291000,36,0,,36,2,11.2,1,DEPT OF ECONOMIC SECURITY,2023,0.0002714015816478395,whole_dollar|offcontract|new_vendor_large,,,,
PZ000001699,APPRISS INC,1900000,1900000,4,0,,2,2,11.2,1,BOARD OF PHARMACY,2017,0.22262949939634763,sole_source|whole_dollar|round_100k,,,,
VC0000079834,SHIVAM FLAGSTAFF LLC,119148,119148,1,0,,1,2,11.2,1,STATE TREASURER,2024,0.00038841437986345494,offcontract|new_vendor_large|whole_dollar,,,,
IV0000041836,FLUIDYNE CORPORATION,135644,135644,1,0,,1,2,11.2,1,PARKS BOARD,2021,0.0033186866058918614,new_vendor_large|offcontract|whole_dollar,,,,
PZ000014377,UNITED STATES POSTAL SERVICES,24830439,22057406,130,0,,11,2,11.2,8,DEPT OF ECONOMIC SECURITY,2016,0.06011627089525744,offcontract|whole_dollar|round_100k,,,,
VC0000039824,PACIFIC LIFE INSURANCE COMPANY,242903,242903,2,0,,2,2,11.2,1,DEPT OF ADMINISTRATION,2017,0.00028792375849038475,offcontract|whole_dollar|new_vendor_large,,,,
IV0000077280,SAFFORD AVIATION SERVICE INC,2314102,2314102,10,0,,10,2,11.2,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,2024,0.009139300566795119,whole_dollar|offcontract|new_vendor_large,,,,
IV0000022997,PHOENIX SPEEDWAY LLC,1275000,1275000,3,0,,3,2,11.2,1,OFFICE OF TOURISM,2023,0.02017986951901819,whole_dollar|new_vendor_large|offcontract,,,,
VC0000059498,WILLIS LIMITED,232000,232000,1,0,,1,2,11.2,1,DEPT OF ADMINISTRATION,2021,0.00011411313397384258,person_name_payee|new_vendor_large,,,,
VC0000039826,PACFIC LIFE & ANNUITY COMPANY,105331,105331,1,0,,1,2,11.2,1,DEPT OF ADMINISTRATION,2017,6.922934098557472e-05,offcontract|whole_dollar|new_vendor_large,,,,
PCARDDTA0001,PCARD VENDOR DTA,5497831,5497831,46,0,,46,2,11.2,1,DEPT OF TRANSPORTATION,2016,0.004113795300031097,masked_payee|offcontract|whole_dollar,,,,
IV0000050149,FIRETRUCKS UNLIMITED,149000,149000,1,0,,1,2,10.8,1,DEPT OF CORRECTIONS,2023,8.484820153473169e-05,person_name_payee|new_vendor_large|whole_dollar,,,,
PZ000039861,MUNSON BOATS,266851,266851,1,0,,1,2,10.8,1,PARKS BOARD,2017,0.0083466729795678,new_vendor_large|whole_dollar|person_name_payee,,,,
PZ000019880,GUIDESOFT INC.,4792368,1972349,12,0,,1,2,10.5,10,DEPT OF EDUCATION,2016,0.06907708503872222,whole_dollar|round_100k|offcontract|june_round,,,,
IV0000017582,RIESTER SONORAN LLC,4707119,3423849,25,0,,4,2,10.5,3,CITIZENS CLEAN ELECTION COMMISSION,2021,0.3992435689524316,sole_source|vendor_dependency|whole_dollar,,,,
IV0000007733,ASR ANALYTICS LLC,15302047,3524354,7,0,,5,2,10.5,1,DEPT OF REVENUE,2021,0.063491285969436,round_100k|whole_dollar|june_round|offcontract,,,,
IV0000003055,ERNST & YOUNG LLP,1225000,1225000,6,0,,2,2,10.5,1,DEPT OF ADMINISTRATION,2024,0.0006269290120444334,new_vendor_large|round_100k|whole_dollar,,,,
IV0000007120,NEPC LLC,1500000,1500000,15,0,,15,2,10.5,1,ARIZONA STATE RETIREMENT SYSTEM (ASRS),2021,0.0046553795365850605,round_100k|june_round,,,,
IV0000014744,AKSIA LLC,2189049,1091450,5,0,,2,2,10.5,1,ARIZONA STATE RETIREMENT SYSTEM (ASRS),2023,0.013748985172505494,whole_dollar|true_duplicate,,,,
IV0000027425,VIVRE HOUSING LLC,881244,881244,5,0,,5,2,10.5,1,DEPT OF CORRECTIONS,2021,0.0005564980045272199,whole_dollar|true_duplicate|offcontract,,,,
IV0000047789,AEG MANAGEMENT GLENDALE LLC,885000,885000,4,0,,2,2,10.5,1,DEPT OF HEALTH SERVICES,2021,0.0006918946510565368,new_vendor_large|round_100k|whole_dollar,,,,
PZ000037478,THE MURLI GROUP LLC,104000,104000,1,0,,1,2,10.5,1,DEPT OF ECONOMIC SECURITY,2017,0.00030980583002646327,whole_dollar|offcontract,,,,
IV0000035856,VALLEY OF THE SUN YOUNG MENS CHRISTIAN ASSOCIATION,12628796,296900,2,0,,1,2,10.5,4,DEPT OF EDUCATION,2021,0.006703310122366056,whole_dollar|true_duplicate,,,,
IV0000007714,HIGHSCOPE EDUCATIONAL RESEARCH FOUNDATION,1417050,1417050,5,0,,3,2,10.5,1,DEPT OF EDUCATION,2024,0.00019056115293727917,whole_dollar|true_duplicate,,,,
IV0000038397,APPLIED MEMETICS LLC,10834795,10218311,50,0,,50,2,10.5,1,DEPT OF HEALTH SERVICES,2023,0.0162265706353787,short_tenure_vendor|new_vendor_large|whole_dollar,,,,
PZ000055714,SCIENCE FOUNDATION ARIZONA,500000,500000,1,0,,1,2,10.5,1,DEPT OF EDUCATION,2017,0.0001323337712778726,new_vendor_large|round_100k,,,,
VC0000008751,ARIZONA NATIONAL LIVESTOCK SHOW INC,4118265,2958265,14,0,,4,2,10.5,1,GOVERNOR'S OFFICE,2021,0.0032572969505021577,whole_dollar|true_duplicate|round_100k,,,,
IV0000085062,CARTWHEEL HEALTH SERVICES PC,1750000,1750000,5,0,,5,2,10.5,1,DEPT OF EDUCATION,2025,0.00022241570218243335,new_vendor_large|true_duplicate,,,,
PZ000055881,MACQUARIE CAPITAL (USA) INC.,250000,250000,2,0,,1,2,10.5,1,GOVERNOR'S OFFICE,2018,0.0044188317432293685,new_vendor_large|round_100k,,,,
IV0000047115,PILGRIM REST FOUNDATION INC,899112,899112,4,0,,2,2,10.5,1,DEPT OF CHILD SAFETY,2025,0.0003694214255122366,whole_dollar|true_duplicate,,,,
VC0000011062,PINAL COUNTY WATER AUGMENTATION AUTHORITY,1000000,1000000,5,0,,5,2,10.5,1,DEPT OF WATER RESOURCES,2016,0.008294749800041162,round_100k|june_round,,,,
IV0000002703,CARDINAL HEALTH PHARMACY SER,7760473,4244053,4,0,,3,2,10.5,2,DEPT OF HEALTH SERVICES,2021,0.0019999899223817966,whole_dollar|true_duplicate|offcontract|no_contract_named,,,,
IV0000004597,NAME REDACTED,1897483,400000,4,0,,4,2,10.5,3,BOARD OF REGENTS,2021,0.0018170574755862038,round_100k|june_round,,,,
IV0000078755,AZ BEHAVIORAL HEALTH OUTREACH STRATEGIES,300000,300000,1,0,,1,2,10.5,1,DEPT OF EDUCATION,2025,3.812840587054054e-05,round_100k|new_vendor_large,,,,
IV0000040294,PARADIGM LABORATORIES,3901350,3901350,20,0,,20,2,10.5,1,DEPT OF HEALTH SERVICES,2021,0.003860591658638678,new_vendor_large|short_tenure_vendor|whole_dollar,,,,
PZ000039139,NAME REDACTED,58559744,2012470,10,0,,10,2,10.5,1,DEPT OF HEALTH SERVICES,2017,0.11943303827261559,short_tenure_vendor|whole_dollar|new_vendor_large,,,,
PZ000021516,ARIZONA STATE UNIVERSITY,538461,200000,2,0,,2,2,10.5,2,DEPT OF EDUCATION,2016,0.00016645846005468927,round_100k|june_round,,,,
IV0000053505,MAKE WAY FOR BOOKS,897480,200000,1,0,,1,2,10.5,1,DEPT OF EDUCATION,2023,0.00011279961545731608,june_round|round_100k,,,,
IV0000001350,CUSTOM STORAGE LLC,7133925,1651675,9,0,,3,2,10.5,5,DEPT OF HOMELAND SECURITY,2021,0.07479095818011348,whole_dollar|true_duplicate,,,,
IV0000001379,MARIO E DIAZ & ASSOCIATES,2475755,2475755,10,0,,8,2,10.5,1,DEPT OF HEALTH SERVICES,2021,0.0021252469240267613,new_vendor_large|whole_dollar|short_tenure_vendor,,,,
IV0000053834,SARSEF,300000,300000,1,0,,1,2,10.5,1,DEPT OF EDUCATION,2025,3.812840587054054e-05,new_vendor_large|round_100k,,,,
IV0000011235,AKSIA TORREYCOVE PARTNERS LLC,208900,208900,2,0,,1,2,10.5,1,ARIZONA STATE RETIREMENT SYSTEM (ASRS),2021,0.004249456684666334,whole_dollar|round_100k|new_vendor_large,,,,
PZ000004580,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL,50136458,29817887,57,0,,24,2,10.5,1,DEPT OF EDUCATION,2016,0.005281778225452019,whole_dollar|round_100k|june_round|true_duplicate|offcontract,,,,
PZ000006339,AECOM TECHNICAL SERVICES INC,8804690,8135528,39,0,,1,2,10.5,1,DEPT OF TRANSPORTATION,2016,0.0036693448389090227,offcontract|whole_dollar,,,,
IV0000079865,HEALTHCORPS INC,2110897,2110897,9,0,,3,2,10.5,1,DEPT OF EDUCATION,2024,0.000252935202106502,whole_dollar|true_duplicate|new_vendor_large,,,,
IV0000044023,ARNALL GOLDEN GREGORY LLP,577719,577719,3,0,,2,2,10.5,1,DEPT OF HOUSING,2021,0.006762036656909539,new_vendor_large|true_duplicate,,,,
PZ000060235,WESTERN STATES AIR RESOURCES COUNCIL,200000,200000,1,0,,1,2,10.5,1,DEPT OF ENVIRONMENTAL QUALITY,2018,0.0016596807233011828,new_vendor_large|round_100k,,,,
IV0000000641,WESTED,4642343,686238,4,0,,2,2,10.5,1,DEPT OF EDUCATION,2023,0.00044179970688544177,round_100k|whole_dollar|june_round,,,,
IV0000044511,SPRINGBOARD SOLUTIONS LLC,6851132,190950,1,0,,1,2,10.5,1,DEPT OF HOUSING,2021,0.05560489604963968,new_vendor_large|short_tenure_vendor|whole_dollar,,,,
IV0000002997,KATHERINE CHRISTENSEN & ASSOCIATES INC,370890,234250,2,0,,1,2,10.5,3,CITIZENS CLEAN ELECTION COMMISSION,2024,0.02342878317535577,round_100k|whole_dollar|june_round,,,,
IV0000005972,ARIZONA COMMUNITY FOUNDATION,5630233,5630233,15,0,,6,2,10.5,1,DEPT OF EDUCATION,2023,0.0005651277241260082,whole_dollar|round_100k|june_round,,,,
IV0000001447,ACCENTURE LLP,71342391,26019644,101,0,,11,2,10.5,6,AHCCCS,2021,0.0158471255364992,whole_dollar|true_duplicate|offcontract|round_100k,,,,
PZ000056773,"INVESTMENT CASTING EQUIPMENT\, LTD",1156515,1156515,6,0,,6,2,10.4,1,DEPT OF TRANSPORTATION,2017,0.0003400722427437916,offcontract|whole_dollar|new_vendor_large,,,,
VC0000046567,THE FOOTHILLS COMMUNITY ASSOCIATION,600000,600000,1,0,,1,2,10.4,1,DEPT OF TRANSPORTATION,2021,0.0001760600621459994,round_100k|offcontract,,,,
VC0000030388,"CAPITAL ACTIVE FUNDING-PHOENIX, INC.",202500,202500,1,0,,1,2,10.4,1,DEPT OF TRANSPORTATION,2017,6.331491623641764e-05,offcontract|new_vendor_large|whole_dollar,,,,
IV0000017967,CXT INC,4075198,4075198,13,0,,2,2,10.4,2,DEPT OF ADMINISTRATION,2025,0.005183382616106297,new_vendor_large|short_tenure_vendor|true_duplicate,,,,
IV0000007712,ASHTON CO INC,6850896,6850896,22,0,,11,2,10.4,1,DEPT OF TRANSPORTATION,2023,0.0007835948860158821,offcontract|new_vendor_large|whole_dollar,,,,
IV0000008031,PRO BOX PORTABLE STORAGE,293861,293861,1,0,,1,2,10.4,1,DEPT OF TRANSPORTATION,2021,0.00011866000872236374,offcontract|new_vendor_large|whole_dollar,,,,
IV0000027935,AMERICAN FENCE COMPANY OF ARIZONA INC,9029149,4445004,20,0,,4,2,10.4,4,DEPT OF CORRECTIONS,2021,0.004557553771602277,whole_dollar|offcontract|true_duplicate|round_100k,,,,
VC0000040223,OSPREY PROPERTIES LLC,276299,276299,1,0,,1,2,10.4,1,DEPT OF TRANSPORTATION,2018,8.852743316446411e-05,offcontract|new_vendor_large|whole_dollar,,,,
VC0000012102,MARTIN KERRICK AND BELL LLC,1510031,1510031,3,0,,2,2,10.4,1,DEPT OF TRANSPORTATION,2017,0.00031790019904172497,offcontract|whole_dollar|new_vendor_large,,,,
VC0000075655,VH TRUCKING LLC,594000,594000,1,0,,1,2,10.4,1,DEPT OF TRANSPORTATION,2023,0.000138250945756037,new_vendor_large|whole_dollar|offcontract,,,,
IV0000010844,MOUNTAIN HIGH EXCAVATING,295531,295531,2,0,,2,2,10.4,1,DEPT OF TRANSPORTATION,2021,0.00011329284308131908,offcontract|new_vendor_large|whole_dollar,,,,
VC0000035734,MACHINERY EXCHANGE CORPORATION,227027,227027,2,0,,2,2,10.4,1,DEPT OF TRANSPORTATION,2017,8.363822268267516e-05,offcontract|new_vendor_large|whole_dollar,,,,
VC0000038989,THOMPSON RANCH PARTNERSHIP,148608,148608,1,0,,1,2,10.4,1,DEPT OF TRANSPORTATION,2017,7.784515798004536e-05,offcontract|new_vendor_large|whole_dollar,,,,
PZ000001015,WILLIAMS SCOTSMAN,127530,127530,1,0,,1,2,10.4,1,DEPT OF TRANSPORTATION,2017,4.2284671392083385e-05,person_name_payee|offcontract|new_vendor_large,,,,
VC0000058135,K HOVNANIAN AT VENTANA LAKES LLC,142030,142030,1,0,,1,2,10.4,1,DEPT OF TRANSPORTATION,2021,4.509054280578237e-05,whole_dollar|offcontract|new_vendor_large,,,,
VC0000042597,BUCKEYE PARKING LIMITED PARTNERSHIP,115600,115600,1,0,,1,2,10.4,1,DEPT OF TRANSPORTATION,2018,7.478150971116276e-05,offcontract|whole_dollar|new_vendor_large,,,,
PZ000060163,"DAN DI DE ANTONI\, SRL",1012156,1012156,3,0,,3,2,10.4,1,DEPT OF TRANSPORTATION,2018,0.00031082586066863584,offcontract|whole_dollar|new_vendor_large,,,,
IV0000046705,SOUTHWEST SITEWORKS,994838,994838,5,0,,2,2,9.8,1,DEPT OF TRANSPORTATION,2023,0.00023553108760578713,new_vendor_large|true_duplicate|whole_dollar,,,,
PZ000030151,SCIENTIFIC GAMES INC,14309880,2032026,10,0,,2,2,9.8,1,LOTTERY COMMISSION,2016,0.030195477253995625,whole_dollar|offcontract|june_round|round_100k,,,,
IV0000001085,THE SJ ANDERSON CO,44457450,8611263,25,0,,2,2,9.8,12,DEPT OF ADMINISTRATION,2021,0.07599204260918674,round_100k|whole_dollar|true_duplicate|offcontract|june_round,,,,
PZ000005893,ANDERSON ENTERPRISES,576523,425304,3,0,,3,2,9.8,1,DEPT OF TRANSPORTATION,2018,0.0012213307524782772,whole_dollar|true_duplicate,,,,
IV0000017402,NEC CORP OF AMERICA,1572870,1572870,7,0,,4,2,9.8,1,DEPT OF TRANSPORTATION,2023,0.00031614391735037585,whole_dollar|true_duplicate|offcontract,,,,
IV0000017016,ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC,5258548,2401558,5,0,,1,2,9.8,3,GAME AND FISH DEPARTMENT,2021,0.004267050605130242,whole_dollar|peer_outlier,,,,
IV0000002096,SCIENTIFIC TECHNOLOGIES CORP,3252112,1840534,8,0,,2,2,9.8,1,DEPT OF HEALTH SERVICES,2024,0.004737692849204029,true_duplicate|whole_dollar|june_round|round_100k|offcontract,,,,
IV0000052969,SCIENTIFIC GAMES LLC,68620548,27160455,85,0,,15,2,9.8,1,LOTTERY COMMISSION,2023,0.039257590436217356,new_vendor_large|whole_dollar|true_duplicate|offcontract,,,,
IV0000027916,DOEGE DEVELOPMENT,883414,883414,5,0,,2,2,9.8,1,DEPT OF ADMINISTRATION,2021,0.0004471327047409352,new_vendor_large|true_duplicate,,,,
IV0000001356,ANDERSON ENTERPRISES,6095181,2293362,18,0,,2,2,9.8,1,DEPT OF TRANSPORTATION,2021,0.001009175450805397,whole_dollar|true_duplicate|offcontract,,,,
